timeStamp,elapsed,responseCode,threadName,dataType,Latency,SampleCount,ErrorCount,IdleTime,Connect
1686603370044,669,200,Grupo de Usuários 1-1,text,663,1,0,0,383
1686603370171,602,200,Grupo de Usuários 1-2,text,595,1,0,0,320
1686603370290,615,200,Grupo de Usuários 1-3,text,609,1,0,0,328
1686603370417,594,200,Grupo de Usuários 1-4,text,588,1,0,0,317
1686603370526,602,200,Grupo de Usuários 1-5,text,589,1,0,0,324
1686603370646,605,200,Grupo de Usuários 1-6,text,593,1,0,0,319
1686603370766,672,200,Grupo de Usuários 1-7,text,662,1,0,0,334
1686603370886,579,200,Grupo de Usuários 1-8,text,566,1,0,0,313
1686603371005,608,200,Grupo de Usuários 1-9,text,590,1,0,0,337
1686603371127,653,200,Grupo de Usuários 1-10,text,653,1,0,0,338
1686603371367,649,200,Grupo de Usuários 1-12,text,642,1,0,0,351
1686603371248,776,200,Grupo de Usuários 1-11,text,767,1,0,0,327
1686603371487,619,200,Grupo de Usuários 1-13,text,613,1,0,0,366
1686603371607,609,200,Grupo de Usuários 1-14,text,609,1,0,0,336
1686603371727,622,200,Grupo de Usuários 1-15,text,616,1,0,0,342
1686603371845,678,200,Grupo de Usuários 1-16,text,671,1,0,0,371
1686603371966,696,200,Grupo de Usuários 1-17,text,678,1,0,0,344
1686603372084,642,200,Grupo de Usuários 1-18,text,636,1,0,0,313
1686603372204,654,200,Grupo de Usuários 1-19,text,648,1,0,0,333
1686603372325,594,200,Grupo de Usuários 1-20,text,588,1,0,0,319
1686603372444,583,200,Grupo de Usuários 1-21,text,576,1,0,0,330
1686603372786,276,200,Grupo de Usuários 1-2,text,256,1,0,0,0
1686603372811,291,200,Grupo de Usuários 1-1,text,272,1,0,0,0
1686603372565,620,200,Grupo de Usuários 1-22,text,613,1,0,0,321
1686603372969,278,200,Grupo de Usuários 1-3,text,259,1,0,0,0
1686603372684,625,200,Grupo de Usuários 1-23,text,619,1,0,0,324
1686603373086,274,200,Grupo de Usuários 1-4,text,253,1,0,0,0
1686603372804,588,200,Grupo de Usuários 1-24,text,581,1,0,0,307
1686603372925,588,200,Grupo de Usuários 1-25,text,580,1,0,0,322
1686603373170,390,200,Grupo de Usuários 1-5,text,370,1,0,0,0
1686603373313,316,200,Grupo de Usuários 1-6,text,293,1,0,0,0
1686603373044,606,200,Grupo de Usuários 1-26,text,599,1,0,0,335
1686603373500,287,200,Grupo de Usuários 1-7,text,270,1,0,0,0
1686603373164,640,200,Grupo de Usuários 1-27,text,634,1,0,0,317
1686603373498,372,200,Grupo de Usuários 1-8,text,351,1,0,0,0
1686603373285,631,200,Grupo de Usuários 1-28,text,624,1,0,0,321
1686603373656,283,200,Grupo de Usuários 1-9,text,260,1,0,0,0
1686603373405,620,200,Grupo de Usuários 1-29,text,603,1,0,0,327
1686603373785,278,200,Grupo de Usuários 1-10,text,259,1,0,0,0
1686603373526,723,200,Grupo de Usuários 1-30,text,717,1,0,0,323
1686603373645,611,200,Grupo de Usuários 1-31,text,598,1,0,0,330
1686603374018,279,200,Grupo de Usuários 1-12,text,258,1,0,0,0
1686603374090,283,200,Grupo de Usuários 1-11,text,263,1,0,0,0
1686603374122,301,200,Grupo de Usuários 1-13,text,281,1,0,0,0
1686603373765,676,200,Grupo de Usuários 1-32,text,658,1,0,0,310
1686603373884,631,200,Grupo de Usuários 1-33,text,625,1,0,0,312
1686603374005,594,200,Grupo de Usuários 1-34,text,588,1,0,0,325
1686603374356,283,200,Grupo de Usuários 1-15,text,267,1,0,0,0
1686603374280,379,200,Grupo de Usuários 1-14,text,359,1,0,0,0
1686603374125,584,200,Grupo de Usuários 1-35,text,577,1,0,0,316
1686603374542,286,200,Grupo de Usuários 1-16,text,266,1,0,0,0
1686603374245,619,200,Grupo de Usuários 1-36,text,605,1,0,0,334
1686603374696,275,200,Grupo de Usuários 1-17,text,238,1,0,0,0
1686603374365,606,200,Grupo de Usuários 1-37,text,606,1,0,0,320
1686603374486,628,200,Grupo de Usuários 1-38,text,622,1,0,0,299
1686603374883,272,200,Grupo de Usuários 1-19,text,250,1,0,0,0
1686603374783,392,200,Grupo de Usuários 1-18,text,356,1,0,0,0
1686603374992,267,200,Grupo de Usuários 1-20,text,241,1,0,0,0
1686603374606,711,200,Grupo de Usuários 1-39,text,688,1,0,0,305
1686603375104,291,200,Grupo de Usuários 1-2,text,272,1,0,0,0
1686603375124,294,200,Grupo de Usuários 1-21,text,274,1,0,0,0
1686603375204,262,200,Grupo de Usuários 1-1,text,250,1,0,0,0
1686603374724,820,200,Grupo de Usuários 1-40,text,812,1,0,0,560
1686603375297,269,200,Grupo de Usuários 1-3,text,256,1,0,0,0
1686603374844,756,200,Grupo de Usuários 1-41,text,744,1,0,0,338
1686603375230,404,200,Grupo de Usuários 1-22,text,383,1,0,0,0
1686603375396,263,200,Grupo de Usuários 1-23,text,247,1,0,0,0
1686603374963,696,200,Grupo de Usuários 1-42,text,680,1,0,0,331
1686603375085,660,200,Grupo de Usuários 1-43,text,653,1,0,0,291
1686603375455,311,200,Grupo de Usuários 1-24,text,290,1,0,0,0
1686603375205,613,200,Grupo de Usuários 1-44,text,606,1,0,0,331
1686603375623,257,200,Grupo de Usuários 1-5,text,243,1,0,0,0
1686603375685,292,200,Grupo de Usuários 1-6,text,280,1,0,0,0
1686603375444,534,200,Grupo de Usuários 1-4,text,521,1,0,0,0
1686603375325,668,200,Grupo de Usuários 1-45,text,661,1,0,0,318
1686603375544,474,200,Grupo de Usuários 1-25,text,455,1,0,0,0
1686603375710,346,200,Grupo de Usuários 1-26,text,318,1,0,0,0
1686603375880,267,200,Grupo de Usuários 1-27,text,249,1,0,0,0
1686603375566,589,200,Grupo de Usuários 1-47,text,581,1,0,0,314
1686603375949,290,200,Grupo de Usuários 1-8,text,282,1,0,0,0
1686603375948,291,200,Grupo de Usuários 1-28,text,270,1,0,0,0
1686603375969,290,200,Grupo de Usuários 1-9,text,276,1,0,0,0
1686603375687,598,200,Grupo de Usuários 1-48,text,584,1,0,0,322
1686603375873,412,200,Grupo de Usuários 1-7,text,398,1,0,0,0
1686603376041,309,200,Grupo de Usuários 1-29,text,309,1,0,0,0
1686603376152,317,200,Grupo de Usuários 1-10,text,303,1,0,0,0
1686603376263,309,200,Grupo de Usuários 1-31,text,260,1,0,0,0
1686603375806,766,200,Grupo de Usuários 1-49,text,766,1,0,0,323
1686603375445,1132,200,Grupo de Usuários 1-46,text,1127,1,0,0,847
1686603376043,609,200,Grupo de Usuários 1-51,text,599,1,0,0,331
1686603376260,397,200,Grupo de Usuários 1-30,text,375,1,0,0,0
1686603376380,290,200,Grupo de Usuários 1-12,text,277,1,0,0,0
1686603376416,268,200,Grupo de Usuários 1-11,text,254,1,0,0,0
1686603375926,813,200,Grupo de Usuários 1-50,text,800,1,0,0,313
1686603376165,590,200,Grupo de Usuários 1-52,text,583,1,0,0,323
1686603376460,343,200,Grupo de Usuários 1-13,text,331,1,0,0,0
1686603376531,281,200,Grupo de Usuários 1-32,text,260,1,0,0,0
1686603376564,287,200,Grupo de Usuários 1-33,text,286,1,0,0,0
1686603376286,614,200,Grupo de Usuários 1-53,text,605,1,0,0,350
1686603376710,303,200,Grupo de Usuários 1-15,text,303,1,0,0,0
1686603376712,301,200,Grupo de Usuários 1-35,text,301,1,0,0,0
1686603376748,272,200,Grupo de Usuários 1-14,text,265,1,0,0,0
1686603376524,601,200,Grupo de Usuários 1-55,text,596,1,0,0,343
1686603376651,492,200,Grupo de Usuários 1-34,text,469,1,0,0,0
1686603376880,288,200,Grupo de Usuários 1-16,text,275,1,0,0,0
1686603376905,263,200,Grupo de Usuários 1-36,text,244,1,0,0,0
1686603376644,626,200,Grupo de Usuários 1-56,text,619,1,0,0,369
1686603377025,288,200,Grupo de Usuários 1-37,text,268,1,0,0,0
1686603377031,282,200,Grupo de Usuários 1-17,text,269,1,0,0,0
1686603376767,611,200,Grupo de Usuários 1-57,text,603,1,0,0,326
1686603376405,980,200,Grupo de Usuários 1-54,text,965,1,0,0,688
1686603377199,296,200,Grupo de Usuários 1-19,text,284,1,0,0,0
1686603377209,307,200,Grupo de Usuários 1-38,text,286,1,0,0,0
1686603377186,446,200,Grupo de Usuários 1-18,text,439,1,0,0,0
1686603377345,304,200,Grupo de Usuários 1-20,text,297,1,0,0,0
1686603377359,312,200,Grupo de Usuários 1-39,text,290,1,0,0,0
1686603376886,802,200,Grupo de Usuários 1-58,text,793,1,0,0,348
1686603377006,717,200,Grupo de Usuários 1-59,text,709,1,0,0,326
1686603377439,299,200,Grupo de Usuários 1-21,text,284,1,0,0,0
1686603377125,689,200,Grupo de Usuários 1-60,text,679,1,0,0,330
1686603377623,271,200,Grupo de Usuários 1-41,text,247,1,0,0,0
1686603377645,284,200,Grupo de Usuários 1-22,text,274,1,0,0,0
1686603377366,570,200,Grupo de Usuários 1-62,text,563,1,0,0,313
1686603377245,717,200,Grupo de Usuários 1-61,text,704,1,0,0,318
1686603377693,269,200,Grupo de Usuários 1-23,text,256,1,0,0,0
1686603377754,310,200,Grupo de Usuários 1-42,text,287,1,0,0,0
1686603377581,506,200,Grupo de Usuários 1-40,text,482,1,0,0,0
1686603377881,271,200,Grupo de Usuários 1-44,text,252,1,0,0,0
1686603377606,569,200,Grupo de Usuários 1-64,text,558,1,0,0,313
1686603377780,407,200,Grupo de Usuários 1-24,text,395,1,0,0,0
1686603377486,785,200,Grupo de Usuários 1-63,text,776,1,0,0,319
1686603378047,273,200,Grupo de Usuários 1-25,text,266,1,0,0,0
1686603377728,609,200,Grupo de Usuários 1-65,text,592,1,0,0,313
1686603378098,275,200,Grupo de Usuários 1-26,text,262,1,0,0,0
1686603377780,606,200,Grupo de Usuários 1-43,text,586,1,0,0,0
1686603377844,586,200,Grupo de Usuários 1-66,text,580,1,0,0,320
1686603378250,261,200,Grupo de Usuários 1-47,text,241,1,0,0,0
1686603378304,262,200,Grupo de Usuários 1-28,text,250,1,0,0,0
1686603378066,562,200,Grupo de Usuários 1-45,text,542,1,0,0,0
1686603378170,473,200,Grupo de Usuários 1-27,text,465,1,0,0,0
1686603377964,716,200,Grupo de Usuários 1-67,text,701,1,0,0,324
1686603378308,380,200,Grupo de Usuários 1-48,text,357,1,0,0,0
1686603378086,602,200,Grupo de Usuários 1-68,text,594,1,0,0,338
1686603378377,367,200,Grupo de Usuários 1-29,text,349,1,0,0,0
1686603378205,571,200,Grupo de Usuários 1-69,text,563,1,0,0,306
1686603378609,268,200,Grupo de Usuários 1-46,text,247,1,0,0,0
1686603378609,274,200,Grupo de Usuários 1-49,text,255,1,0,0,0
1686603378574,309,200,Grupo de Usuários 1-31,text,297,1,0,0,0
1686603378704,266,200,Grupo de Usuários 1-30,text,261,1,0,0,0
1686603378325,669,200,Grupo de Usuários 1-70,text,652,1,0,0,318
1686603378445,622,200,Grupo de Usuários 1-71,text,616,1,0,0,323
1686603378734,327,200,Grupo de Usuários 1-51,text,312,1,0,0,0
1686603378806,303,200,Grupo de Usuários 1-50,text,288,1,0,0,0
1686603378834,297,200,Grupo de Usuários 1-52,text,275,1,0,0,0
1686603378888,273,200,Grupo de Usuários 1-32,text,260,1,0,0,0
1686603378566,619,200,Grupo de Usuários 1-72,text,595,1,0,0,327
1686603378887,330,200,Grupo de Usuários 1-33,text,317,1,0,0,0
1686603378936,334,200,Grupo de Usuários 1-53,text,313,1,0,0,0
1686603378686,661,200,Grupo de Usuários 1-73,text,655,1,0,0,308
1686603378807,580,200,Grupo de Usuários 1-74,text,563,1,0,0,311
1686603379147,335,200,Grupo de Usuários 1-34,text,326,1,0,0,0
1686603379106,399,200,Grupo de Usuários 1-35,text,386,1,0,0,0
1686603379252,289,200,Grupo de Usuários 1-36,text,276,1,0,0,0
1686603379358,269,200,Grupo de Usuários 1-56,text,243,1,0,0,0
1686603378925,740,200,Grupo de Usuários 1-75,text,733,1,0,0,316
1686603379221,464,200,Grupo de Usuários 1-55,text,444,1,0,0,0
1686603379410,293,200,Grupo de Usuários 1-57,text,275,1,0,0,0
1686603379411,302,200,Grupo de Usuários 1-37,text,292,1,0,0,0
1686603379166,590,200,Grupo de Usuários 1-77,text,577,1,0,0,316
1686603379418,338,200,Grupo de Usuários 1-54,text,319,1,0,0,0
1686603379539,333,200,Grupo de Usuários 1-38,text,321,1,0,0,0
1686603379286,596,200,Grupo de Usuários 1-78,text,581,1,0,0,328
1686603379044,843,200,Grupo de Usuários 1-76,text,838,1,0,0,599
1686603379693,293,200,Grupo de Usuários 1-39,text,277,1,0,0,0
1686603379407,622,200,Grupo de Usuários 1-79,text,615,1,0,0,330
1686603379527,564,200,Grupo de Usuários 1-80,text,556,1,0,0,302
1686603379801,282,200,Grupo de Usuários 1-59,text,264,1,0,0,0
1686603379773,349,200,Grupo de Usuários 1-58,text,329,1,0,0,0
1686603379906,258,200,Grupo de Usuários 1-41,text,251,1,0,0,0
1686603379874,338,200,Grupo de Usuários 1-60,text,309,1,0,0,0
1686603379647,602,200,Grupo de Usuários 1-81,text,587,1,0,0,295
1686603379965,306,200,Grupo de Usuários 1-61,text,284,1,0,0,0
1686603380010,295,200,Grupo de Usuários 1-62,text,278,1,0,0,0
1686603380079,276,200,Grupo de Usuários 1-42,text,276,1,0,0,0
1686603379768,587,200,Grupo de Usuários 1-82,text,587,1,0,0,304
1686603380129,291,200,Grupo de Usuários 1-40,text,263,1,0,0,0
1686603379888,590,200,Grupo de Usuários 1-83,text,590,1,0,0,329
1686603380192,286,200,Grupo de Usuários 1-44,text,286,1,0,0,0
1686603380350,305,200,Grupo de Usuários 1-63,text,254,1,0,0,0
1686603380008,647,200,Grupo de Usuários 1-84,text,647,1,0,0,347
1686603380274,385,200,Grupo de Usuários 1-64,text,381,1,0,0,0
1686603380398,267,200,Grupo de Usuários 1-43,text,261,1,0,0,0
1686603380129,607,200,Grupo de Usuários 1-85,text,598,1,0,0,349
1686603380503,258,200,Grupo de Usuários 1-66,text,239,1,0,0,0
1686603380437,346,200,Grupo de Usuários 1-65,text,324,1,0,0,0
1686603380248,630,200,Grupo de Usuários 1-86,text,630,1,0,0,298
1686603380553,388,200,Grupo de Usuários 1-47,text,375,1,0,0,0
1686603380697,277,200,Grupo de Usuários 1-67,text,256,1,0,0,0
1686603380678,324,200,Grupo de Usuários 1-45,text,317,1,0,0,0
1686603380697,321,200,Grupo de Usuários 1-48,text,305,1,0,0,0
1686603380368,650,200,Grupo de Usuários 1-87,text,634,1,0,0,325
1686603380722,344,200,Grupo de Usuários 1-68,text,319,1,0,0,0
1686603380487,616,200,Grupo de Usuários 1-88,text,610,1,0,0,314
1686603380862,314,200,Grupo de Usuários 1-69,text,301,1,0,0,0
1686603380976,258,200,Grupo de Usuários 1-46,text,251,1,0,0,0
1686603380607,642,200,Grupo de Usuários 1-89,text,635,1,0,0,346
1686603381021,268,200,Grupo de Usuários 1-70,text,250,1,0,0,0
1686603380728,568,200,Grupo de Usuários 1-90,text,561,1,0,0,313
1686603380951,432,200,Grupo de Usuários 1-49,text,422,1,0,0,0
1686603381123,272,200,Grupo de Usuários 1-71,text,250,1,0,0,0
1686603381172,271,200,Grupo de Usuários 1-51,text,259,1,0,0,0
1686603380848,603,200,Grupo de Usuários 1-91,text,589,1,0,0,328
1686603381156,308,200,Grupo de Usuários 1-50,text,295,1,0,0,0
1686603381202,342,200,Grupo de Usuários 1-52,text,323,1,0,0,0
1686603381248,443,200,Grupo de Usuários 1-72,text,443,1,0,0,0
1686603381415,295,200,Grupo de Usuários 1-73,text,276,1,0,0,0
1686603381452,276,200,Grupo de Usuários 1-74,text,252,1,0,0,0
1686603381274,461,200,Grupo de Usuários 1-53,text,279,1,0,0,0
1686603380968,776,200,Grupo de Usuários 1-92,text,751,1,0,0,335
1686603381210,602,200,Grupo de Usuários 1-94,text,602,1,0,0,315
1686603381090,774,200,Grupo de Usuários 1-93,text,768,1,0,0,329
1686603381631,272,200,Grupo de Usuários 1-56,text,260,1,0,0,0
1686603381329,636,200,Grupo de Usuários 1-95,text,629,1,0,0,362
1686603381809,272,200,Grupo de Usuários 1-77,text,254,1,0,0,0
1686603381701,362,200,Grupo de Usuários 1-75,text,348,1,0,0,0
1686603381717,395,200,Grupo de Usuários 1-55,text,380,1,0,0,0
1686603381447,671,200,Grupo de Usuários 1-96,text,665,1,0,0,389
1686603381797,358,200,Grupo de Usuários 1-57,text,348,1,0,0,0
1686603381891,304,200,Grupo de Usuários 1-78,text,287,1,0,0,0
1686603381901,302,200,Grupo de Usuários 1-76,text,277,1,0,0,0
1686603381687,571,200,Grupo de Usuários 1-98,text,568,1,0,0,305
1686603381566,733,200,Grupo de Usuários 1-97,text,726,1,0,0,416
1686603381855,528,200,Grupo de Usuários 1-54,text,521,1,0,0,0
1686603381808,600,200,Grupo de Usuários 1-99,text,590,1,0,0,326
1686603382130,278,200,Grupo de Usuários 1-80,text,261,1,0,0,0
1686603382161,277,200,Grupo de Usuários 1-59,text,269,1,0,0,0
1686603382162,316,200,Grupo de Usuários 1-58,text,314,1,0,0,0
1686603381928,569,200,Grupo de Usuários 1-100,text,563,1,0,0,327
1686603382033,497,200,Grupo de Usuários 1-79,text,477,1,0,0,0
1686603382325,273,200,Grupo de Usuários 1-81,text,252,1,0,0,0
1686603382318,273,200,Grupo de Usuários 1-61,text,259,1,0,0,0
1686603382048,627,200,Grupo de Usuários 1-101,text,615,1,0,0,343
1686603382220,488,200,Grupo de Usuários 1-60,text,474,1,0,0,0
1686603382405,303,200,Grupo de Usuários 1-62,text,289,1,0,0,0
1686603382448,312,200,Grupo de Usuários 1-82,text,293,1,0,0,0
1686603382167,683,200,Grupo de Usuários 1-102,text,670,1,0,0,324
1686603382496,362,200,Grupo de Usuários 1-83,text,347,1,0,0,0
1686603382288,638,200,Grupo de Usuários 1-103,text,630,1,0,0,335
1686603382667,273,200,Grupo de Usuários 1-63,text,258,1,0,0,0
1686603382668,320,200,Grupo de Usuários 1-84,text,302,1,0,0,0
1686603382774,285,200,Grupo de Usuários 1-85,text,267,1,0,0,0
1686603382810,280,200,Grupo de Usuários 1-66,text,267,1,0,0,0
1686603382527,592,200,Grupo de Usuários 1-105,text,582,1,0,0,317
1686603382831,288,200,Grupo de Usuários 1-65,text,278,1,0,0,0
1686603382740,435,200,Grupo de Usuários 1-64,text,423,1,0,0,0
1686603382408,805,200,Grupo de Usuários 1-104,text,795,1,0,0,315
1686603382944,269,200,Grupo de Usuários 1-86,text,251,1,0,0,0
1686603382648,642,200,Grupo de Usuários 1-106,text,636,1,0,0,312
1686603382767,554,200,Grupo de Usuários 1-107,text,547,1,0,0,310
1686603383063,284,200,Grupo de Usuários 1-67,text,268,1,0,0,0
1686603383107,274,200,Grupo de Usuários 1-87,text,254,1,0,0,0
1686603382887,584,200,Grupo de Usuários 1-108,text,578,1,0,0,316
1686603383157,393,200,Grupo de Usuários 1-88,text,375,1,0,0,0
1686603383171,439,200,Grupo de Usuários 1-68,text,432,1,0,0,0
1686603383318,256,200,Grupo de Usuários 1-70,text,242,1,0,0,0
1686603383212,433,200,Grupo de Usuários 1-69,text,419,1,0,0,0
1686603383007,645,200,Grupo de Usuários 1-109,text,631,1,0,0,341
1686603383423,260,200,Grupo de Usuários 1-71,text,253,1,0,0,0
1686603383327,371,200,Grupo de Usuários 1-89,text,349,1,0,0,0
1686603383372,391,200,Grupo de Usuários 1-90,text,372,1,0,0,0
1686603383127,653,200,Grupo de Usuários 1-110,text,645,1,0,0,311
1686603383508,289,200,Grupo de Usuários 1-91,text,264,1,0,0,0
1686603383247,595,200,Grupo de Usuários 1-111,text,589,1,0,0,313
1686603383700,294,200,Grupo de Usuários 1-72,text,281,1,0,0,0
1686603383733,274,200,Grupo de Usuários 1-74,text,261,1,0,0,0
1686603383724,292,200,Grupo de Usuários 1-73,text,283,1,0,0,0
1686603383367,657,200,Grupo de Usuários 1-112,text,649,1,0,0,323
1686603383760,264,200,Grupo de Usuários 1-92,text,247,1,0,0,0
1686603383487,611,200,Grupo de Usuários 1-113,text,605,1,0,0,310
1686603383916,274,200,Grupo de Usuários 1-93,text,252,1,0,0,0
1686603383607,590,200,Grupo de Usuários 1-114,text,583,1,0,0,325
1686603383858,389,200,Grupo de Usuários 1-94,text,369,1,0,0,0
1686603383727,586,200,Grupo de Usuários 1-115,text,576,1,0,0,317
1686603384054,274,200,Grupo de Usuários 1-95,text,249,1,0,0,0
1686603384106,263,200,Grupo de Usuários 1-75,text,263,1,0,0,0
1686603383847,561,200,Grupo de Usuários 1-116,text,555,1,0,0,292
1686603384126,315,200,Grupo de Usuários 1-77,text,300,1,0,0,0
1686603383966,562,200,Grupo de Usuários 1-117,text,548,1,0,0,305
1686603384265,279,200,Grupo de Usuários 1-98,text,257,1,0,0,0
1686603384252,313,200,Grupo de Usuários 1-76,text,301,1,0,0,0
1686603384170,408,200,Grupo de Usuários 1-96,text,383,1,0,0,0
1686603384370,323,200,Grupo de Usuários 1-97,text,304,1,0,0,0
1686603384262,471,200,Grupo de Usuários 1-78,text,457,1,0,0,0
1686603384087,717,200,Grupo de Usuários 1-118,text,704,1,0,0,316
1686603384467,337,200,Grupo de Usuários 1-99,text,316,1,0,0,0
1686603384479,336,200,Grupo de Usuários 1-80,text,320,1,0,0,0
1686603384569,357,200,Grupo de Usuários 1-100,text,323,1,0,0,0
1686603384205,772,200,Grupo de Usuários 1-119,text,750,1,0,0,309
1686603384617,386,200,Grupo de Usuários 1-79,text,386,1,0,0,0
1686603384446,579,200,Grupo de Usuários 1-121,text,573,1,0,0,313
1686603384690,350,200,Grupo de Usuários 1-81,text,343,1,0,0,0
1686603384713,344,200,Grupo de Usuários 1-101,text,320,1,0,0,0
1686603384797,273,200,Grupo de Usuários 1-82,text,254,1,0,0,0
1686603384326,860,200,Grupo de Usuários 1-120,text,853,1,0,0,333
1686603384921,310,200,Grupo de Usuários 1-102,text,265,1,0,0,0
1686603384876,355,200,Grupo de Usuários 1-83,text,355,1,0,0,0
1686603384566,667,200,Grupo de Usuários 1-122,text,665,1,0,0,311
1686603384686,610,200,Grupo de Usuários 1-123,text,598,1,0,0,324
1686603384954,349,200,Grupo de Usuários 1-103,text,330,1,0,0,0
1686603385073,288,200,Grupo de Usuários 1-84,text,280,1,0,0,0
1686603385070,323,200,Grupo de Usuários 1-85,text,310,1,0,0,0
1686603385144,275,200,Grupo de Usuários 1-105,text,256,1,0,0,0
1686603384806,641,200,Grupo de Usuários 1-124,text,634,1,0,0,330
1686603385245,310,200,Grupo de Usuários 1-104,text,289,1,0,0,0
1686603385298,281,200,Grupo de Usuários 1-86,text,273,1,0,0,0
1686603384925,742,200,Grupo de Usuários 1-125,text,742,1,0,0,348
1686603385044,709,200,Grupo de Usuários 1-126,text,702,1,0,0,330
1686603385456,331,200,Grupo de Usuários 1-87,text,317,1,0,0,0
1686603385166,628,200,Grupo de Usuários 1-127,text,614,1,0,0,368
1686603385330,502,200,Grupo de Usuários 1-107,text,487,1,0,0,0
1686603385370,474,200,Grupo de Usuários 1-106,text,454,1,0,0,0
1686603385545,313,200,Grupo de Usuários 1-108,text,299,1,0,0,0
1686603385586,272,200,Grupo de Usuários 1-88,text,266,1,0,0,0
1686603385286,649,200,Grupo de Usuários 1-128,text,630,1,0,0,340
1686603385684,269,200,Grupo de Usuários 1-109,text,253,1,0,0,0
1686603385406,586,200,Grupo de Usuários 1-129,text,572,1,0,0,325
1686603385777,271,200,Grupo de Usuários 1-89,text,253,1,0,0,0
1686603385849,291,200,Grupo de Usuários 1-110,text,266,1,0,0,0
1686603385842,286,200,Grupo de Usuários 1-90,text,273,1,0,0,0
1686603385881,286,200,Grupo de Usuários 1-91,text,285,1,0,0,0
1686603385903,275,200,Grupo de Usuários 1-111,text,264,1,0,0,0
1686603385526,659,200,Grupo de Usuários 1-130,text,651,1,0,0,318
1686603385886,627,200,Grupo de Usuários 1-133,text,627,1,0,0,341
1686603385765,748,200,Grupo de Usuários 1-132,text,748,1,0,0,335
1686603386120,407,200,Grupo de Usuários 1-92,text,400,1,0,0,0
1686603386085,488,200,Grupo de Usuários 1-112,text,259,1,0,0,0
1686603385644,967,200,Grupo de Usuários 1-131,text,967,1,0,0,317
1686603386006,605,200,Grupo de Usuários 1-134,text,567,1,0,0,318
1686603386123,454,200,Grupo de Usuários 1-113,text,430,1,0,0,0
1686603386300,277,200,Grupo de Usuários 1-94,text,273,1,0,0,0
1686603386410,272,200,Grupo de Usuários 1-95,text,257,1,0,0,0
1686603386200,496,200,Grupo de Usuários 1-93,text,489,1,0,0,0
1686603386246,463,200,Grupo de Usuários 1-114,text,443,1,0,0,0
1686603386468,288,200,Grupo de Usuários 1-116,text,268,1,0,0,0
1686603386567,292,200,Grupo de Usuários 1-1,text,286,1,0,0,0
1686603386592,295,200,Grupo de Usuários 1-98,text,279,1,0,0,0
1686603386126,791,200,Grupo de Usuários 1-135,text,785,1,0,0,387
1686603386246,688,200,Grupo de Usuários 1-136,text,671,1,0,0,409
1686603386631,303,200,Grupo de Usuários 1-3,text,286,1,0,0,0
1686603386681,293,200,Grupo de Usuários 1-96,text,279,1,0,0,0
1686603386735,279,200,Grupo de Usuários 1-97,text,279,1,0,0,0
1686603386454,561,200,Grupo de Usuários 1-2,text,561,1,0,0,0
1686603386336,680,200,Grupo de Usuários 1-115,text,680,1,0,0,0
1686603386625,391,200,Grupo de Usuários 1-117,text,389,1,0,0,0
1686603386486,574,200,Grupo de Usuários 1-138,text,567,1,0,0,312
1686603386366,694,200,Grupo de Usuários 1-137,text,688,1,0,0,433
1686603386889,271,200,Grupo de Usuários 1-118,text,251,1,0,0,0
1686603386860,330,200,Grupo de Usuários 1-99,text,318,1,0,0,0
1686603386607,671,200,Grupo de Usuários 1-139,text,667,1,0,0,318
1686603386912,387,200,Grupo de Usuários 1-5,text,380,1,0,0,0
1686603387020,299,200,Grupo de Usuários 1-4,text,287,1,0,0,0
1686603387024,337,200,Grupo de Usuários 1-100,text,325,1,0,0,0
1686603386725,649,200,Grupo de Usuários 1-140,text,643,1,0,0,328
1686603387083,308,200,Grupo de Usuários 1-121,text,285,1,0,0,0
1686603387035,356,200,Grupo de Usuários 1-119,text,339,1,0,0,0
1686603387057,350,200,Grupo de Usuários 1-6,text,344,1,0,0,0
1686603387107,306,200,Grupo de Usuários 1-101,text,294,1,0,0,0
1686603386846,601,200,Grupo de Usuários 1-141,text,594,1,0,0,314
1686603387203,293,200,Grupo de Usuários 1-120,text,293,1,0,0,0
1686603387255,323,200,Grupo de Usuários 1-102,text,316,1,0,0,0
1686603387258,368,200,Grupo de Usuários 1-122,text,349,1,0,0,0
1686603387342,311,200,Grupo de Usuários 1-103,text,296,1,0,0,0
1686603387392,292,200,Grupo de Usuários 1-123,text,269,1,0,0,0
1686603386966,724,200,Grupo de Usuários 1-142,text,712,1,0,0,347
1686603387269,421,200,Grupo de Usuários 1-8,text,409,1,0,0,0
1686603387308,404,200,Grupo de Usuários 1-7,text,394,1,0,0,0
1686603387323,407,200,Grupo de Usuários 1-9,text,395,1,0,0,0
1686603387085,658,200,Grupo de Usuários 1-143,text,653,1,0,0,344
1686603387486,286,200,Grupo de Usuários 1-10,text,278,1,0,0,0
1686603387480,299,200,Grupo de Usuários 1-105,text,277,1,0,0,0
1686603387205,574,200,Grupo de Usuários 1-144,text,567,1,0,0,310
1686603387449,346,200,Grupo de Usuários 1-124,text,323,1,0,0,0
1686603387593,316,200,Grupo de Usuários 1-104,text,303,1,0,0,0
1686603387678,276,200,Grupo de Usuários 1-12,text,261,1,0,0,0
1686603387325,674,200,Grupo de Usuários 1-145,text,668,1,0,0,313
1686603387679,362,200,Grupo de Usuários 1-125,text,340,1,0,0,0
1686603387565,569,200,Grupo de Usuários 1-147,text,556,1,0,0,304
