timeStamp,elapsed,label,responseCode,dataType,Latency,SampleCount,ErrorCount,IdleTime,Connect
1686604087929,271,Escolha de voo,200,text,258,1,0,0,0
1686604087902,304,Escolha de voo,200,text,292,1,0,0,0
1686604087158,1056,Post do voo,200,text,1036,1,0,0,0
1686604087889,325,Escolha de voo,200,text,311,1,0,0,0
1686604087903,311,Escolha de voo,200,text,297,1,0,0,0
1686604086268,1952,Post do voo,200,text,1932,1,0,0,0
1686604087917,303,Escolha de voo,200,text,283,1,0,0,0
1686604087920,307,Escolha de voo,200,text,294,1,0,0,0
1686604087954,273,Escolha de voo,200,text,260,1,0,0,0
1686604087953,308,Escolha de voo,200,text,267,1,0,0,0
1686604087943,320,Escolha de voo,200,text,319,1,0,0,0
1686604087916,347,Escolha de voo,200,text,346,1,0,0,0
1686604087903,360,Escolha de voo,200,text,359,1,0,0,0
1686604087899,364,Escolha de voo,200,text,363,1,0,0,0
1686604087614,649,Post do voo,200,text,648,1,0,0,0
1686604086404,1863,Post do voo,200,text,1859,1,0,0,0
1686604087944,402,Escolha de voo,200,text,401,1,0,0,0
1686604088041,305,Escolha de voo,200,text,304,1,0,0,0
1686604085883,2463,Post do voo,200,text,2462,1,0,0,0
1686604088019,327,Escolha de voo,200,text,326,1,0,0,0
1686604088062,284,Escolha de voo,200,text,284,1,0,0,0
1686604088048,298,Escolha de voo,200,text,297,1,0,0,0
1686604087956,390,Escolha de voo,200,text,390,1,0,0,0
1686604088065,282,Escolha de voo,200,text,281,1,0,0,0
1686604087967,385,Post do voo,200,text,379,1,0,0,0
1686604088074,284,Escolha de voo,200,text,273,1,0,0,0
1686604088011,347,Escolha de voo,200,text,336,1,0,0,0
1686604087948,417,Escolha de voo,200,text,403,1,0,0,0
1686604088096,269,Escolha de voo,200,text,256,1,0,0,0
1686604088033,337,Escolha de voo,200,text,325,1,0,0,0
1686604088064,321,Escolha de voo,200,text,307,1,0,0,0
1686604088019,366,Escolha de voo,200,text,352,1,0,0,0
1686604087721,664,Post do voo,200,text,644,1,0,0,0
1686604088061,324,Post do voo,200,text,304,1,0,0,0
1686604088063,328,Escolha de voo,200,text,314,1,0,0,0
1686604088061,330,Escolha de voo,200,text,316,1,0,0,0
1686604088129,268,Escolha de voo,200,text,256,1,0,0,0
1686604088096,318,Escolha de voo,200,text,301,1,0,0,0
1686604088089,331,Escolha de voo,200,text,315,1,0,0,0
1686604088089,422,Escolha de voo,200,text,414,1,0,0,0
1686604088216,276,Escolha de voo,200,text,266,1,0,0,0
1686604086531,1961,Post do voo,200,text,1951,1,0,0,0
1686604088132,360,Escolha de voo,200,text,351,1,0,0,0
1686604088223,262,Escolha de voo,200,text,259,1,0,0,0
1686604088044,441,Escolha de voo,200,text,438,1,0,0,0
1686604088202,280,Escolha de voo,200,text,280,1,0,0,0
1686604086046,2436,Post do voo,200,text,2396,1,0,0,0
1686604088188,294,Escolha de voo,200,text,248,1,0,0,0
1686604088149,293,Escolha de voo,200,text,282,1,0,0,0
1686604088053,389,Escolha de voo,200,text,377,1,0,0,0
1686604087967,469,Escolha de voo,200,text,447,1,0,0,0
1686604088115,321,Post do voo,200,text,299,1,0,0,0
1686604088170,348,Escolha de voo,200,text,335,1,0,0,0
1686604088233,303,Escolha de voo,200,text,285,1,0,0,0
1686604088234,305,Escolha de voo,200,text,284,1,0,0,0
1686604088075,464,Escolha de voo,200,text,452,1,0,0,0
1686604088148,391,Escolha de voo,200,text,379,1,0,0,0
1686604087951,594,Escolha de voo,200,text,588,1,0,0,0
1686604088039,513,Escolha de voo,200,text,500,1,0,0,0
1686604088217,335,Escolha de voo,200,text,322,1,0,0,0
1686604088201,357,Escolha de voo,200,text,344,1,0,0,0
1686604088104,454,Escolha de voo,200,text,441,1,0,0,0
1686604088226,338,Escolha de voo,200,text,325,1,0,0,0
1686604086940,1624,Post do voo,200,text,1605,1,0,0,0
1686604088194,384,Escolha de voo,200,text,370,1,0,0,0
1686604088309,270,Escolha de voo,200,text,255,1,0,0,0
1686604088070,509,Escolha de voo,200,text,494,1,0,0,0
1686604088305,279,Escolha de voo,200,text,266,1,0,0,0
1686604088290,294,Escolha de voo,200,text,281,1,0,0,0
1686604088065,519,Escolha de voo,200,text,506,1,0,0,0
1686604088286,304,Escolha de voo,200,text,292,1,0,0,0
1686604088003,587,Post do voo,200,text,568,1,0,0,0
1686604088074,516,Post do voo,200,text,497,1,0,0,0
1686604088039,551,Escolha de voo,200,text,539,1,0,0,0
1686604088304,292,Escolha de voo,200,text,275,1,0,0,0
1686604088216,380,Escolha de voo,200,text,368,1,0,0,0
1686604088077,519,Escolha de voo,200,text,502,1,0,0,0
1686604088211,385,Escolha de voo,200,text,373,1,0,0,0
1686604088067,536,Escolha de voo,200,text,523,1,0,0,0
1686604088331,279,Escolha de voo,200,text,265,1,0,0,0
1686604088089,521,Escolha de voo,200,text,507,1,0,0,0
1686604088135,496,Escolha de voo,200,text,484,1,0,0,0
1686604088353,278,Escolha de voo,200,text,265,1,0,0,0
1686604086595,2043,Post do voo,200,text,2024,1,0,0,0
1686604088347,297,Escolha de voo,200,text,284,1,0,0,0
1686604088348,303,Escolha de voo,200,text,290,1,0,0,0
1686604088320,337,Escolha de voo,200,text,324,1,0,0,0
1686604088377,281,Escolha de voo,200,text,267,1,0,0,0
1686604088303,361,Escolha de voo,200,text,348,1,0,0,0
1686604088380,284,Escolha de voo,200,text,265,1,0,0,0
1686604088090,587,Escolha de voo,200,text,575,1,0,0,0
1686604088331,353,Escolha de voo,200,text,344,1,0,0,0
1686604088110,574,Escolha de voo,200,text,565,1,0,0,0
1686604088412,278,Escolha de voo,200,text,263,1,0,0,0
1686604088110,580,Post do voo,200,text,565,1,0,0,0
1686604088221,476,Escolha de voo,200,text,463,1,0,0,0
1686604088425,273,Escolha de voo,200,text,259,1,0,0,0
1686604088334,371,Escolha de voo,200,text,356,1,0,0,0
1686604088379,336,Escolha de voo,200,text,319,1,0,0,0
1686604088400,329,Escolha de voo,200,text,315,1,0,0,0
1686604088287,442,Escolha de voo,200,text,428,1,0,0,0
1686604088344,385,Escolha de voo,200,text,371,1,0,0,0
1686604088323,412,Escolha de voo,200,text,399,1,0,0,0
1686604088387,361,Escolha de voo,200,text,342,1,0,0,0
1686604088418,330,Escolha de voo,200,text,317,1,0,0,0
1686604088367,381,Escolha de voo,200,text,368,1,0,0,0
1686604088412,342,Escolha de voo,200,text,330,1,0,0,0
1686604088362,392,Escolha de voo,200,text,380,1,0,0,0
1686604088451,310,Escolha de voo,200,text,303,1,0,0,0
1686604088368,399,Escolha de voo,200,text,386,1,0,0,0
1686604088477,290,Escolha de voo,200,text,277,1,0,0,0
1686604088508,266,Escolha de voo,200,text,259,1,0,0,0
1686604088430,358,Escolha de voo,200,text,344,1,0,0,0
1686604088526,281,Escolha de voo,200,text,269,1,0,0,0
1686604086931,1876,Post do voo,200,text,1857,1,0,0,0
1686604088415,392,Escolha de voo,200,text,373,1,0,0,0
1686604088506,288,Escolha de voo,200,text,269,1,0,0,0
1686604088420,374,Escolha de voo,200,text,361,1,0,0,0
1686604088510,278,Escolha de voo,200,text,264,1,0,0,0
1686604088423,392,Escolha de voo,200,text,378,1,0,0,0
1686604088401,414,Escolha de voo,200,text,400,1,0,0,0
1686604088472,355,Escolha de voo,200,text,342,1,0,0,0
1686604088426,409,Post do voo,200,text,389,1,0,0,0
1686604088574,286,Escolha de voo,200,text,274,1,0,0,0
1686604088581,288,Post do voo,200,text,268,1,0,0,0
1686604088451,430,Escolha de voo,200,text,417,1,0,0,0
1686604088607,275,Escolha de voo,200,text,262,1,0,0,0
1686604088618,272,Escolha de voo,200,text,257,1,0,0,0
1686604088629,267,Escolha de voo,200,text,253,1,0,0,0
1686604088526,398,Escolha de voo,200,text,362,1,0,0,0
1686604088419,505,Escolha de voo,200,text,476,1,0,0,0
1686604088587,339,Escolha de voo,200,text,309,1,0,0,0
1686604088644,282,Escolha de voo,200,text,252,1,0,0,0
1686604088571,354,Escolha de voo,200,text,353,1,0,0,0
1686604088562,364,Escolha de voo,200,text,362,1,0,0,0
1686604088522,404,Escolha de voo,200,text,403,1,0,0,0
1686604088634,294,Escolha de voo,200,text,292,1,0,0,0
1686604088533,394,Escolha de voo,200,text,392,1,0,0,0
1686604088653,275,Escolha de voo,200,text,273,1,0,0,0
1686604088645,364,Escolha de voo,200,text,345,1,0,0,0
1686604088088,920,Escolha de voo,200,text,907,1,0,0,0
1686604088730,279,Escolha de voo,200,text,267,1,0,0,0
1686604088436,566,Escolha de voo,200,text,547,1,0,0,0
1686604088692,311,Escolha de voo,200,text,298,1,0,0,0
1686604088725,272,Escolha de voo,200,text,259,1,0,0,0
1686604088702,282,Escolha de voo,200,text,274,1,0,0,0
1686604088604,380,Escolha de voo,200,text,366,1,0,0,0
1686604088653,317,Escolha de voo,200,text,303,1,0,0,0
1686604088521,441,Escolha de voo,200,text,427,1,0,0,0
1686604088666,283,Escolha de voo,200,text,270,1,0,0,0
1686604088432,510,Escolha de voo,200,text,494,1,0,0,0
1686604088542,393,Escolha de voo,200,text,384,1,0,0,0
1686604088690,348,Escolha de voo,200,text,336,1,0,0,0
1686604088676,362,Escolha de voo,200,text,350,1,0,0,0
1686604088732,319,Escolha de voo,200,text,307,1,0,0,0
1686604088553,505,Post do voo,200,text,484,1,0,0,0
1686604088556,510,Post do voo,200,text,488,1,0,0,0
1686604088752,315,Escolha de voo,200,text,299,1,0,0,0
1686604088672,401,Escolha de voo,200,text,387,1,0,0,0
1686604088742,338,Escolha de voo,200,text,325,1,0,0,0
1686604088573,518,Escolha de voo,200,text,506,1,0,0,0
1686604088829,270,Escolha de voo,200,text,256,1,0,0,0
1686604088771,328,Escolha de voo,200,text,314,1,0,0,0
1686604088757,348,Escolha de voo,200,text,328,1,0,0,0
1686604088840,266,Escolha de voo,200,text,252,1,0,0,0
1686604088601,513,Escolha de voo,200,text,498,1,0,0,0
1686604088568,550,Escolha de voo,200,text,536,1,0,0,0
1686604088801,319,Escolha de voo,200,text,304,1,0,0,0
1686604087695,1424,Post do voo,200,text,1403,1,0,0,0
1686604088777,349,Escolha de voo,200,text,337,1,0,0,0
1686604088600,526,Escolha de voo,200,text,514,1,0,0,0
1686604088136,996,Escolha de voo,200,text,982,1,0,0,0
1686604088559,574,Escolha de voo,200,text,560,1,0,0,0
1686604088728,406,Escolha de voo,200,text,392,1,0,0,0
1686604087920,1222,Post do voo,200,text,1205,1,0,0,0
1686604088598,545,Escolha de voo,200,text,528,1,0,0,0
1686604088615,536,Escolha de voo,200,text,528,1,0,0,0
1686604088656,506,Post do voo,200,text,487,1,0,0,0
1686604088748,422,Escolha de voo,200,text,414,1,0,0,0
1686604088952,282,Escolha de voo,200,text,281,1,0,0,0
1686604088690,544,Escolha de voo,200,text,543,1,0,0,0
1686604088824,410,Escolha de voo,200,text,410,1,0,0,0
1686604088936,299,Escolha de voo,200,text,298,1,0,0,0
1686604088937,298,Escolha de voo,200,text,297,1,0,0,0
1686604088607,628,Escolha de voo,200,text,627,1,0,0,0
1686604088857,383,Escolha de voo,200,text,377,1,0,0,0
1686604088935,305,Escolha de voo,200,text,299,1,0,0,0
1686604088711,535,Escolha de voo,200,text,524,1,0,0,0
1686604088892,367,Escolha de voo,200,text,354,1,0,0,0
1686604088858,401,Escolha de voo,200,text,388,1,0,0,0
1686604088932,328,Escolha de voo,200,text,314,1,0,0,0
1686604088941,325,Escolha de voo,200,text,313,1,0,0,0
1686604088572,693,Escolha de voo,200,text,693,1,0,0,0
1686604088858,421,Escolha de voo,200,text,408,1,0,0,0
1686604087902,1376,Escolha de voo,200,text,1363,1,0,0,0
1686604088876,403,Escolha de voo,200,text,390,1,0,0,0
1686604088720,559,Escolha de voo,200,text,546,1,0,0,0
1686604088861,433,Escolha de voo,200,text,405,1,0,0,0
1686604088088,1205,Escolha de voo,200,text,1183,1,0,0,0
1686604089033,268,Escolha de voo,200,text,260,1,0,0,0
1686604088693,608,Post do voo,200,text,593,1,0,0,0
1686604088959,348,Escolha de voo,200,text,334,1,0,0,0
1686604088652,662,Escolha de voo,200,text,517,1,0,0,0
1686604086472,2846,Post do voo,200,text,2828,1,0,0,0
1686604088795,524,Escolha de voo,200,text,512,1,0,0,0
1686604089042,284,Escolha de voo,200,text,271,1,0,0,0
1686604088790,537,Escolha de voo,200,text,524,1,0,0,0
1686604088626,710,Escolha de voo,200,text,687,1,0,0,0
1686604088567,768,Escolha de voo,200,text,739,1,0,0,0
1686604088208,1139,Escolha de voo,200,text,1127,1,0,0,0
1686604088750,606,Escolha de voo,200,text,592,1,0,0,0
1686604088729,632,Escolha de voo,200,text,619,1,0,0,0
1686604089073,289,Escolha de voo,200,text,276,1,0,0,0
1686604088881,481,Escolha de voo,200,text,281,1,0,0,0
1686604088945,424,Escolha de voo,200,text,411,1,0,0,0
1686604087924,1444,Escolha de voo,200,text,1431,1,0,0,0
1686604089101,275,Escolha de voo,200,text,255,1,0,0,0
1686604086498,2877,Post do voo,200,text,2857,1,0,0,0
1686604086582,2794,Post do voo,200,text,2773,1,0,0,0
1686604089113,277,Escolha de voo,200,text,263,1,0,0,0
1686604089052,338,Escolha de voo,200,text,325,1,0,0,0
1686604089190,334,Escolha de voo,200,text,321,1,0,0,0
1686604087940,1583,Escolha de voo,200,text,1570,1,0,0,0
1686604089155,363,Escolha de voo,200,text,350,1,0,0,0
1686604086452,3052,Post do voo,200,text,2923,1,0,0,0
1686604088967,538,Escolha de voo,200,text,535,1,0,0,0
1686604088788,717,Escolha de voo,200,text,374,1,0,0,0
1686604086782,2719,Post do voo,200,text,2694,1,0,0,0
1686604089221,281,Escolha de voo,200,text,263,1,0,0,0
1686604089090,412,Escolha de voo,200,text,394,1,0,0,0
1686604087942,1548,Post do voo,200,text,1529,1,0,0,0
1686604086432,3057,Post do voo,200,text,3039,1,0,0,0
1686604089212,278,Escolha de voo,200,text,265,1,0,0,0
1686604089174,303,Escolha de voo,200,text,292,1,0,0,0
1686604089037,440,Escolha de voo,200,text,421,1,0,0,0
1686604088977,500,Escolha de voo,200,text,488,1,0,0,0
1686604088954,518,Escolha de voo,200,text,504,1,0,0,0
1686604089174,298,Escolha de voo,200,text,284,1,0,0,0
1686604086484,2981,Post do voo,200,text,2973,1,0,0,0
1686604088842,623,Escolha de voo,200,text,609,1,0,0,0
1686604088936,522,Escolha de voo,200,text,509,1,0,0,0
1686604089146,312,Escolha de voo,200,text,299,1,0,0,0
1686604089081,377,Escolha de voo,200,text,358,1,0,0,0
1686604088801,644,Escolha de voo,200,text,638,1,0,0,0
1686604089096,349,Escolha de voo,200,text,342,1,0,0,0
1686604088877,562,Escolha de voo,200,text,561,1,0,0,0
1686604089156,283,Escolha de voo,200,text,282,1,0,0,0
1686604088845,594,Escolha de voo,200,text,593,1,0,0,0
1686604088965,474,Escolha de voo,200,text,473,1,0,0,0
1686604088726,713,Escolha de voo,200,text,712,1,0,0,0
1686604089026,413,Escolha de voo,200,text,412,1,0,0,0
1686604089142,297,Escolha de voo,200,text,296,1,0,0,0
1686604088794,737,Escolha de voo,200,text,724,1,0,0,0
1686604088740,791,Escolha de voo,200,text,772,1,0,0,0
1686604086493,3043,Post do voo,200,text,3030,1,0,0,0
1686604089052,485,Escolha de voo,200,text,472,1,0,0,0
1686604089047,498,Escolha de voo,200,text,471,1,0,0,0
1686604089288,270,Escolha de voo,200,text,257,1,0,0,0
1686604089124,434,Escolha de voo,200,text,421,1,0,0,0
1686604089050,514,Escolha de voo,200,text,487,1,0,0,0
1686604088286,1284,Escolha de voo,200,text,1271,1,0,0,0
1686604088973,598,Escolha de voo,200,text,585,1,0,0,0
1686604089240,331,Escolha de voo,200,text,318,1,0,0,0
1686604089221,358,Escolha de voo,200,text,337,1,0,0,0
1686604089294,285,Escolha de voo,200,text,277,1,0,0,0
1686604089272,314,Escolha de voo,200,text,299,1,0,0,0
1686604086526,3059,Post do voo,200,text,3044,1,0,0,0
1686604089138,448,Escolha de voo,200,text,433,1,0,0,0
1686604089176,417,Escolha de voo,200,text,403,1,0,0,0
1686604089293,313,Escolha de voo,200,text,300,1,0,0,0
1686604089133,473,Escolha de voo,200,text,460,1,0,0,0
1686604086278,3327,Post do voo,200,text,3307,1,0,0,0
1686604089043,563,Escolha de voo,200,text,550,1,0,0,0
1686604089117,489,Escolha de voo,200,text,476,1,0,0,0
1686604086428,3183,Post do voo,200,text,3164,1,0,0,0
1686604089147,500,Escolha de voo,200,text,459,1,0,0,0
1686604089330,317,Escolha de voo,200,text,276,1,0,0,0
1686604089302,346,Escolha de voo,200,text,310,1,0,0,0
1686604089256,392,Escolha de voo,200,text,356,1,0,0,0
1686604088430,1217,Escolha de voo,200,text,1216,1,0,0,0
1686604089363,285,Escolha de voo,200,text,285,1,0,0,0
1686604088599,1053,Escolha de voo,200,text,1049,1,0,0,0
1686604088857,810,Escolha de voo,200,text,791,1,0,0,0
1686604089321,346,Escolha de voo,200,text,331,1,0,0,0
1686604088017,1665,Escolha de voo,200,text,1634,1,0,0,0
1686604089279,404,Escolha de voo,200,text,388,1,0,0,0
1686604088765,918,Escolha de voo,200,text,902,1,0,0,0
1686604089132,551,Escolha de voo,200,text,536,1,0,0,0
1686604089176,507,Escolha de voo,200,text,492,1,0,0,0
1686604089233,451,Escolha de voo,200,text,450,1,0,0,0
1686604089095,595,Escolha de voo,200,text,588,1,0,0,0
1686604089388,312,Escolha de voo,200,text,302,1,0,0,0
1686604089431,269,Escolha de voo,200,text,259,1,0,0,0
1686604088946,776,Escolha de voo,200,text,763,1,0,0,0
1686604089074,648,Escolha de voo,200,text,635,1,0,0,0
1686604089446,283,Escolha de voo,200,text,270,1,0,0,0
1686604089457,272,Escolha de voo,200,text,259,1,0,0,0
1686604089301,428,Escolha de voo,200,text,416,1,0,0,0
1686604089452,277,Escolha de voo,200,text,264,1,0,0,0
1686604088908,838,Escolha de voo,200,text,821,1,0,0,0
1686604089390,363,Escolha de voo,200,text,350,1,0,0,0
1686604089376,377,Escolha de voo,200,text,365,1,0,0,0
1686604089306,447,Escolha de voo,200,text,434,1,0,0,0
1686604089109,644,Escolha de voo,200,text,632,1,0,0,0
1686604089300,457,Escolha de voo,200,text,446,1,0,0,0
1686604089411,354,Escolha de voo,200,text,342,1,0,0,0
1686604088882,883,Escolha de voo,200,text,871,1,0,0,0
1686604089244,530,Escolha de voo,200,text,513,1,0,0,0
1686604088956,827,Escolha de voo,200,text,434,1,0,0,0
1686604086509,3286,Post do voo,200,text,3273,1,0,0,0
1686604089412,384,Escolha de voo,200,text,371,1,0,0,0
1686604089460,342,Escolha de voo,200,text,336,1,0,0,0
1686604089537,271,Escolha de voo,200,text,259,1,0,0,0
1686604088894,914,Escolha de voo,200,text,902,1,0,0,0
1686604089411,409,Escolha de voo,200,text,397,1,0,0,0
1686604089349,471,Escolha de voo,200,text,459,1,0,0,0
1686604088076,1750,Escolha de voo,200,text,1737,1,0,0,0
1686604089191,642,Escolha de voo,200,text,623,1,0,0,0
1686604089557,276,Escolha de voo,200,text,263,1,0,0,0
1686604089459,380,Escolha de voo,200,text,368,1,0,0,0
1686604089330,517,Escolha de voo,200,text,503,1,0,0,0
1686604089578,269,Escolha de voo,200,text,255,1,0,0,0
1686604089575,277,Escolha de voo,200,text,264,1,0,0,0
1686604089304,548,Escolha de voo,200,text,535,1,0,0,0
1686604088068,1783,Escolha de voo,200,text,1770,1,0,0,0
1686604089306,546,Escolha de voo,200,text,533,1,0,0,0
1686604089114,738,Escolha de voo,200,text,725,1,0,0,0
1686604089291,567,Escolha de voo,200,text,556,1,0,0,0
1686604089583,275,Escolha de voo,200,text,263,1,0,0,0
1686604089577,306,Escolha de voo,200,text,269,1,0,0,0
1686604089089,795,Escolha de voo,200,text,794,1,0,0,0
1686604089502,382,Escolha de voo,200,text,381,1,0,0,0
1686604089539,345,Escolha de voo,200,text,344,1,0,0,0
1686604089540,353,Escolha de voo,200,text,344,1,0,0,0
1686604089449,458,Escolha de voo,200,text,444,1,0,0,0
1686604089368,539,Escolha de voo,200,text,525,1,0,0,0
1686604089639,276,Escolha de voo,200,text,263,1,0,0,0
1686604089542,382,Escolha de voo,200,text,365,1,0,0,0
1686604089617,307,Escolha de voo,200,text,290,1,0,0,0
1686604089750,278,Escolha de voo,200,text,265,1,0,0,0
1686604089267,754,Escolha de voo,200,text,738,1,0,0,0
1686604089570,451,Escolha de voo,200,text,436,1,0,0,0
1686604089169,846,Escolha de voo,200,text,830,1,0,0,0
1686604089066,948,Escolha de voo,200,text,933,1,0,0,0
1686604089205,800,Escolha de voo,200,text,786,1,0,0,0
1686604089727,264,Escolha de voo,200,text,252,1,0,0,0
1686604089208,771,Escolha de voo,200,text,749,1,0,0,0
1686604089668,311,Escolha de voo,200,text,306,1,0,0,0
1686604089630,349,Escolha de voo,200,text,343,1,0,0,0
1686604088482,1491,Escolha de voo,200,text,1490,1,0,0,0
1686604089691,283,Escolha de voo,200,text,266,1,0,0,0
1686604088281,1692,Escolha de voo,200,text,1669,1,0,0,0
1686604089537,437,Escolha de voo,200,text,414,1,0,0,0
1686604089468,489,Escolha de voo,200,text,476,1,0,0,0
1686604089365,592,Escolha de voo,200,text,578,1,0,0,0
1686604089097,860,Escolha de voo,200,text,846,1,0,0,0
1686604089597,360,Escolha de voo,200,text,346,1,0,0,0
1686604088126,1830,Escolha de voo,200,text,1817,1,0,0,0
1686604089229,721,Escolha de voo,200,text,708,1,0,0,0
1686604089091,859,Escolha de voo,200,text,840,1,0,0,0
1686604089078,865,Escolha de voo,200,text,853,1,0,0,0
1686604088916,1021,Escolha de voo,200,text,1008,1,0,0,0
1686604089749,287,Escolha de voo,200,text,272,1,0,0,0
1686604089080,956,Escolha de voo,200,text,941,1,0,0,0
1686604089725,322,Escolha de voo,200,text,311,1,0,0,0
1686604089568,480,Escolha de voo,200,text,468,1,0,0,0
1686604089581,467,Escolha de voo,200,text,455,1,0,0,0
1686604089533,515,Escolha de voo,200,text,503,1,0,0,0
1686604089775,281,Escolha de voo,200,text,267,1,0,0,0
1686604088358,1697,Escolha de voo,200,text,1683,1,0,0,0
1686604089761,329,Escolha de voo,200,text,328,1,0,0,0
1686604089740,350,Escolha de voo,200,text,316,1,0,0,0
1686604088203,1933,Escolha de voo,200,text,1897,1,0,0,0
1686604089451,687,Escolha de voo,200,text,657,1,0,0,0
1686604089613,525,Escolha de voo,200,text,495,1,0,0,0
1686604089827,311,Escolha de voo,200,text,281,1,0,0,0
1686604089837,302,Escolha de voo,200,text,300,1,0,0,0
1686604089855,284,Escolha de voo,200,text,253,1,0,0,0
1686604089450,692,Escolha de voo,200,text,688,1,0,0,0
1686604089625,517,Escolha de voo,200,text,513,1,0,0,0
1686604089863,279,Escolha de voo,200,text,275,1,0,0,0
1686604089620,532,Escolha de voo,200,text,522,1,0,0,0
1686604089634,536,Escolha de voo,200,text,518,1,0,0,0
1686604089637,552,Escolha de voo,200,text,541,1,0,0,0
1686604089678,511,Escolha de voo,200,text,500,1,0,0,0
1686604089677,512,Escolha de voo,200,text,501,1,0,0,0
1686604089920,269,Escolha de voo,200,text,258,1,0,0,0
1686604089674,529,Escolha de voo,200,text,515,1,0,0,0
1686604089678,531,Escolha de voo,200,text,518,1,0,0,0
1686604088300,1915,Escolha de voo,200,text,1902,1,0,0,0
1686604088582,1634,Escolha de voo,200,text,1621,1,0,0,0
1686604089817,412,Escolha de voo,200,text,399,1,0,0,0
1686604089295,934,Escolha de voo,200,text,921,1,0,0,0
1686604089293,943,Escolha de voo,200,text,930,1,0,0,0
1686604089331,905,Escolha de voo,200,text,892,1,0,0,0
1686604089577,659,Escolha de voo,200,text,646,1,0,0,0
1686604089879,379,Escolha de voo,200,text,357,1,0,0,0
1686604089774,485,Escolha de voo,200,text,470,1,0,0,0
1686604089618,641,Escolha de voo,200,text,626,1,0,0,0
1686604090027,284,Escolha de voo,200,text,250,1,0,0,0
1686604089902,409,Escolha de voo,200,text,375,1,0,0,0
1686604090033,290,Escolha de voo,200,text,279,1,0,0,0
1686604088869,1455,Escolha de voo,200,text,1443,1,0,0,0
1686604089111,1217,Escolha de voo,200,text,1205,1,0,0,0
1686604089656,672,Escolha de voo,200,text,660,1,0,0,0
1686604089606,737,Escolha de voo,200,text,718,1,0,0,0
1686604089308,1035,Escolha de voo,200,text,1020,1,0,0,0
1686604089349,1000,Escolha de voo,200,text,994,1,0,0,0
1686604090057,303,Escolha de voo,200,text,286,1,0,0,0
1686604089774,590,Escolha de voo,200,text,586,1,0,0,0
1686604089929,441,Escolha de voo,200,text,431,1,0,0,0
1686604089758,618,Escolha de voo,200,text,606,1,0,0,0
1686604088716,1660,Escolha de voo,200,text,1648,1,0,0,0
1686604089755,622,Escolha de voo,200,text,609,1,0,0,0
1686604089836,554,Escolha de voo,200,text,534,1,0,0,0
1686604090081,321,Escolha de voo,200,text,309,1,0,0,0
1686604090064,346,Escolha de voo,200,text,332,1,0,0,0
1686604090124,292,Escolha de voo,200,text,272,1,0,0,0
1686604088724,1701,Escolha de voo,200,text,1678,1,0,0,0
1686604090120,312,Escolha de voo,200,text,296,1,0,0,0
1686604090177,340,Escolha de voo,200,text,324,1,0,0,0
1686604090189,322,Escolha de voo,200,text,311,1,0,0,0
1686604088655,1856,Escolha de voo,200,text,1845,1,0,0,0
1686604088619,1881,Escolha de voo,200,text,1861,1,0,0,0
1686604088598,1892,Escolha de voo,200,text,1875,1,0,0,0
1686604090165,325,Escolha de voo,200,text,308,1,0,0,0
1686604090188,292,Escolha de voo,200,text,278,1,0,0,0
1686604090108,372,Escolha de voo,200,text,358,1,0,0,0
1686604090155,318,Escolha de voo,200,text,305,1,0,0,0
1686604089649,811,Escolha de voo,200,text,791,1,0,0,0
1686604090136,304,Escolha de voo,200,text,290,1,0,0,0
1686604089740,700,Escolha de voo,200,text,686,1,0,0,0
1686604088802,1732,Escolha de voo,200,text,1715,1,0,0,0
1686604090173,377,Escolha de voo,200,text,361,1,0,0,0
1686604090265,292,Escolha de voo,200,text,278,1,0,0,0
1686604090284,282,Escolha de voo,200,text,266,1,0,0,0
1686604090191,384,Escolha de voo,200,text,367,1,0,0,0
1686604089785,802,Escolha de voo,200,text,790,1,0,0,0
1686604090295,330,Escolha de voo,200,text,316,1,0,0,0
1686604088951,1674,Escolha de voo,200,text,1660,1,0,0,0
1686604090055,611,Escolha de voo,200,text,596,1,0,0,0
1686604090360,313,Escolha de voo,200,text,300,1,0,0,0
1686604090408,274,Escolha de voo,200,text,259,1,0,0,0
1686604090414,276,Escolha de voo,200,text,259,1,0,0,0
1686604090451,280,Escolha de voo,200,text,267,1,0,0,0
1686604089199,1532,Escolha de voo,200,text,1519,1,0,0,0
1686604088359,2391,Post do voo,200,text,2371,1,0,0,0
1686604088528,2232,Post do voo,200,text,2214,1,0,0,0
1686604088876,1946,Escolha de voo,200,text,1909,1,0,0,0
1686604090478,344,Escolha de voo,200,text,343,1,0,0,0
1686604088889,1933,Escolha de voo,200,text,1933,1,0,0,0
1686604087986,2835,Escolha de voo,200,text,2835,1,0,0,0
1686604090565,266,Escolha de voo,200,text,257,1,0,0,0
1686604088815,2016,Escolha de voo,200,text,2007,1,0,0,0
1686604088547,2300,Escolha de voo,200,text,2283,1,0,0,0
1686604090596,268,Escolha de voo,200,text,252,1,0,0,0
1686604088263,2631,Escolha de voo,200,text,2615,1,0,0,0
1686604088564,2330,Escolha de voo,200,text,2314,1,0,0,0
1686604090618,282,Escolha de voo,200,text,270,1,0,0,0
1686604089613,1293,Escolha de voo,200,text,1282,1,0,0,0
1686604088829,2078,Escolha de voo,200,text,2066,1,0,0,0
1686604089117,1790,Escolha de voo,200,text,1778,1,0,0,0
1686604090645,268,Escolha de voo,200,text,255,1,0,0,0
