timeStamp,elapsed,responseCode,Latency,SampleCount,ErrorCount,IdleTime,Connect
1686602710252,1912,200,1906,1,0,0,321
1686602710252,1998,200,1988,1,0,0,328
1686602710198,2124,200,2091,1,0,0,327
1686602712051,271,200,271,1,0,0,0
1686602712084,266,200,244,1,0,0,0
1686602712040,316,200,295,1,0,0,0
1686602712198,171,429,171,1,1,0,0
1686602712115,269,200,248,1,0,0,0
1686602710201,2190,200,2183,1,0,0,328
1686602712029,373,200,355,1,0,0,0
1686602712139,288,200,286,1,0,0,0
1686602710025,2415,200,2402,1,0,0,568
1686602710299,2148,200,2141,1,0,0,317
1686602712105,348,200,322,1,0,0,0
1686602712147,314,200,293,1,0,0,0
1686602712180,314,200,294,1,0,0,0
1686602712312,188,429,188,1,1,0,0
1686602710289,2218,200,2205,1,0,0,325
1686602712214,293,200,272,1,0,0,0
1686602712252,268,200,248,1,0,0,0
1686602712253,267,200,247,1,0,0,0
1686602710092,2445,200,2435,1,0,0,557
1686602712383,164,429,164,1,1,0,0
1686602712435,173,429,173,1,1,0,0
1686602712286,292,200,271,1,0,0,0
1686602712314,294,200,274,1,0,0,0
1686602712285,293,200,272,1,0,0,0
1686602712297,353,200,331,1,0,0,0
1686602712292,364,200,345,1,0,0,0
1686602712304,353,200,333,1,0,0,0
1686602712393,270,200,250,1,0,0,0
1686602712250,421,200,400,1,0,0,0
1686602712371,300,200,279,1,0,0,0
1686602712199,472,200,451,1,0,0,0
1686602712352,333,200,311,1,0,0,0
1686602712380,305,200,291,1,0,0,0
1686602712307,388,200,364,1,0,0,0
1686602712431,279,200,255,1,0,0,0
1686602710235,2493,200,2481,1,0,0,331
1686602710444,2297,200,2295,1,0,0,313
1686602712566,175,429,175,1,1,0,0
1686602712464,287,200,264,1,0,0,0
1686602712488,284,200,263,1,0,0,0
1686602712464,314,200,294,1,0,0,0
1686602712500,278,200,258,1,0,0,0
1686602712476,321,200,302,1,0,0,0
1686602712466,331,200,312,1,0,0,0
1686602712540,269,200,250,1,0,0,0
1686602712548,269,200,249,1,0,0,0
1686602712482,335,200,315,1,0,0,0
1686602712508,316,200,295,1,0,0,0
1686602712487,344,200,323,1,0,0,0
1686602710444,2396,200,2380,1,0,0,313
1686602712577,283,200,263,1,0,0,0
1686602712535,338,200,319,1,0,0,0
1686602712525,348,200,329,1,0,0,0
1686602712605,309,200,285,1,0,0,0
1686602712321,612,200,593,1,0,0,0
1686602712661,272,200,253,1,0,0,0
1686602712604,348,200,323,1,0,0,0
1686602712678,274,200,255,1,0,0,0
1686602712789,201,429,201,1,1,0,0
1686602712645,345,200,296,1,0,0,0
1686602712679,311,200,261,1,0,0,0
1686602712162,828,200,784,1,0,0,0
1686602712663,328,200,289,1,0,0,0
1686602712699,292,200,291,1,0,0,0
1686602712731,280,200,260,1,0,0,0
1686602712690,328,200,308,1,0,0,0
1686602712755,269,200,249,1,0,0,0
1686602712767,264,200,244,1,0,0,0
1686602712527,511,200,491,1,0,0,0
1686602712709,335,200,316,1,0,0,0
1686602712688,362,200,343,1,0,0,0
1686602712895,169,429,169,1,1,0,0
1686602712795,269,200,249,1,0,0,0
1686602712788,277,200,256,1,0,0,0
1686602712789,282,200,261,1,0,0,0
1686602712762,309,200,288,1,0,0,0
1686602712792,326,200,306,1,0,0,0
1686602712844,274,200,254,1,0,0,0
1686602712301,824,200,803,1,0,0,0
1686602712799,291,200,266,1,0,0,0
1686602712773,337,200,317,1,0,0,0
1686602712917,164,429,164,1,1,0,0
1686602712222,859,200,835,1,0,0,0
1686602712280,858,200,838,1,0,0,0
1686602712862,276,200,256,1,0,0,0
1686602712401,737,200,717,1,0,0,0
1686602712883,275,200,255,1,0,0,0
1686602710251,2907,200,2894,1,0,0,806
1686602712802,362,200,343,1,0,0,0
1686602712994,170,429,170,1,1,0,0
1686602713005,167,429,167,1,1,0,0
1686602712831,392,200,341,1,0,0,0
1686602712840,383,200,332,1,0,0,0
1686602712822,402,200,401,1,0,0,0
1686602712889,335,200,276,1,0,0,0
1686602712931,294,200,293,1,0,0,0
1686602712776,449,200,447,1,0,0,0
1686602713056,169,429,169,1,1,0,0
1686602713043,182,429,182,1,1,0,0
1686602713058,168,429,168,1,1,0,0
1686602712960,273,200,265,1,0,0,0
1686602712988,295,200,275,1,0,0,0
1686602712976,307,200,287,1,0,0,0
1686602712974,316,200,295,1,0,0,0
1686602712318,987,200,965,1,0,0,0
1686602713014,291,200,269,1,0,0,0
1686602713168,169,429,169,1,1,0,0
1686602713054,283,200,258,1,0,0,0
1686602712887,451,200,425,1,0,0,0
1686602713008,330,200,310,1,0,0,0
1686602712899,439,200,419,1,0,0,0
1686602713013,333,200,312,1,0,0,0
1686602712989,357,200,337,1,0,0,0
1686602713079,267,200,246,1,0,0,0
1686602713046,312,200,292,1,0,0,0
1686602713027,331,200,311,1,0,0,0
1686602712919,447,200,427,1,0,0,0
1686602713068,311,200,290,1,0,0,0
1686602713028,375,200,345,1,0,0,0
1686602713206,197,429,197,1,1,0,0
1686602713098,305,200,275,1,0,0,0
1686602712473,948,200,930,1,0,0,0
1686602713087,334,200,316,1,0,0,0
1686602712923,499,200,480,1,0,0,0
1686602713273,163,429,163,1,1,0,0
1686602712974,471,200,447,1,0,0,0
1686602713137,308,200,284,1,0,0,0
1686602713125,366,200,346,1,0,0,0
1686602713046,445,200,425,1,0,0,0
1686602713061,465,200,444,1,0,0,0
1686602712942,590,200,570,1,0,0,0
1686602713173,359,200,339,1,0,0,0
1686602713101,439,200,417,1,0,0,0
1686602713135,419,200,397,1,0,0,0
1686602712612,955,200,936,1,0,0,0
1686602713191,383,200,363,1,0,0,0
1686602713013,612,200,590,1,0,0,0
1686602713323,272,200,251,1,0,0,0
1686602713293,310,200,289,1,0,0,0
1686602713139,443,200,428,1,0,0,0
1686602713351,307,200,287,1,0,0,0
1686602712783,881,200,867,1,0,0,0
1686602713271,427,200,393,1,0,0,0
1686602713383,315,200,281,1,0,0,0
1686602712544,1177,200,1157,1,0,0,0
1686602712742,1008,200,991,1,0,0,0
1686602712808,948,200,925,1,0,0,0
1686602713207,555,200,533,1,0,0,0
1686602713477,304,200,279,1,0,0,0
1686602713440,362,200,341,1,0,0,0
1686602712628,1316,200,1316,1,0,0,0
1686602712912,1032,200,1032,1,0,0,0
1686602712280,1665,200,1664,1,0,0,0
1686602712993,952,200,952,1,0,0,0
1686602712862,1090,200,1083,1,0,0,0
1686602713118,851,200,671,1,0,0,0
1686602713529,440,200,260,1,0,0,0
1686602713643,334,200,309,1,0,0,0
1686602713501,488,200,468,1,0,0,0
1686602713115,881,200,854,1,0,0,0
1686602713039,974,200,950,1,0,0,0
1686602712387,1626,200,1602,1,0,0,0
1686602713675,338,200,321,1,0,0,0
1686602713527,492,200,468,1,0,0,0
1686602713713,325,200,300,1,0,0,0
1686602713809,329,200,289,1,0,0,0
1686602712405,1733,200,1693,1,0,0,0
1686602713811,327,200,290,1,0,0,0
1686602713739,414,200,399,1,0,0,0
1686602713018,1135,200,1120,1,0,0,0
1686602714007,170,429,170,1,1,0,0
1686602713201,1032,200,1012,1,0,0,0
1686602713975,268,200,245,1,0,0,0
1686602713990,270,200,253,1,0,0,0
1686602713124,1155,200,1136,1,0,0,0
1686602714017,269,200,249,1,0,0,0
1686602713794,698,200,698,1,0,0,0
1686602713202,1291,200,1290,1,0,0,0
1686602712609,1901,200,1707,1,0,0,0
1686602714206,304,200,286,1,0,0,0
1686602712692,1841,200,1818,1,0,0,0
1686602712757,1884,200,1864,1,0,0,0
1686602714295,293,200,288,1,0,0,0
1686602714394,268,200,255,1,0,0,0
1686602714507,165,429,165,1,1,0,0
1686602714332,352,200,330,1,0,0,0
1686602714514,170,429,170,1,1,0,0
1686602714382,317,200,311,1,0,0,0
1686602714539,167,429,167,1,1,0,0
1686602714450,280,200,256,1,0,0,0
1686602712759,1971,200,1955,1,0,0,0
1686602714413,429,200,412,1,0,0,0
1686602713980,867,200,845,1,0,0,0
1686602714372,510,200,497,1,0,0,0
1686602714714,168,429,168,1,1,0,0
1686602714714,168,429,168,1,1,0,0
1686602714724,172,429,172,1,1,0,0
1686602714634,262,200,248,1,0,0,0
1686602714623,306,200,294,1,0,0,0
1686602714463,481,200,466,1,0,0,0
1686602714536,416,200,402,1,0,0,0
1686602714605,360,200,347,1,0,0,0
1686602714693,272,200,259,1,0,0,0
1686602714521,518,200,504,1,0,0,0
1686602714871,168,429,168,1,1,0,0
1686602714672,384,200,367,1,0,0,0
1686602714718,356,200,343,1,0,0,0
1686602714845,285,200,272,1,0,0,0
1686602712966,2164,200,2144,1,0,0,0
1686602714749,374,200,353,1,0,0,0
1686602714841,269,200,261,1,0,0,0
1686602714784,318,200,301,1,0,0,0
1686602714854,304,200,292,1,0,0,0
1686602714840,318,200,306,1,0,0,0
1686602715027,171,429,171,1,1,0,0
1686602712981,2246,200,2224,1,0,0,0
1686602715059,168,429,168,1,1,0,0
1686602714961,298,200,284,1,0,0,0
1686602714996,263,200,249,1,0,0,0
1686602714916,353,200,336,1,0,0,0
1686602714905,364,200,347,1,0,0,0
1686602714733,536,200,519,1,0,0,0
1686602714999,287,200,274,1,0,0,0
1686602715016,277,200,263,1,0,0,0
1686602714968,340,200,325,1,0,0,0
1686602714572,736,200,721,1,0,0,0
1686602715039,274,200,262,1,0,0,0
1686602713040,2281,200,2261,1,0,0,0
1686602715164,165,429,165,1,1,0,0
1686602715173,162,429,162,1,1,0,0
1686602715020,322,200,309,1,0,0,0
1686602715040,302,200,289,1,0,0,0
1686602715097,272,200,265,1,0,0,0
1686602715045,350,200,337,1,0,0,0
1686602715234,161,429,161,1,1,0,0
1686602715088,313,200,300,1,0,0,0
1686602715124,283,200,271,1,0,0,0
1686602715111,296,200,284,1,0,0,0
1686602715069,352,200,338,1,0,0,0
1686602714882,549,200,532,1,0,0,0
1686602715253,178,429,178,1,1,0,0
1686602714681,758,200,750,1,0,0,0
1686602715304,164,429,164,1,1,0,0
1686602715185,301,200,293,1,0,0,0
1686602715230,271,200,256,1,0,0,0
1686602715232,275,200,262,1,0,0,0
1686602715349,165,429,165,1,1,0,0
1686602713172,2342,200,2322,1,0,0,0
1686602715225,296,200,282,1,0,0,0
1686602715143,383,200,371,1,0,0,0
1686602715211,322,200,309,1,0,0,0
1686602714399,1147,200,1127,1,0,0,0
1686602715127,427,200,412,1,0,0,0
1686602715257,297,200,282,1,0,0,0
1686602715391,171,429,171,1,1,0,0
1686602715346,287,200,273,1,0,0,0
1686602715342,285,200,271,1,0,0,0
1686602715342,285,200,271,1,0,0,0
1686602715238,381,200,367,1,0,0,0
1686602715344,269,200,260,1,0,0,0
1686602713185,2428,200,2413,1,0,0,0
1686602715414,168,429,168,1,1,0,0
1686602715435,267,200,260,1,0,0,0
1686602715383,319,200,304,1,0,0,0
1686602715435,277,200,260,1,0,0,0
1686602715447,265,200,248,1,0,0,0
1686602714865,865,200,847,1,0,0,0
1686602715123,614,200,607,1,0,0,0
1686602715476,275,200,269,1,0,0,0
1686602715591,167,429,167,1,1,0,0
1686602715410,356,200,341,1,0,0,0
1686602714733,1033,200,1018,1,0,0,0
1686602715486,292,200,280,1,0,0,0
1686602709410,6375,200,6362,1,0,0,348
1686602715500,299,200,285,1,0,0,0
1686602715584,269,200,261,1,0,0,0
1686602715586,283,200,267,1,0,0,0
1686602715082,791,200,778,1,0,0,0
1686602715613,277,200,260,1,0,0,0
1686602715172,718,200,701,1,0,0,0
1686602715578,339,200,327,1,0,0,0
1686602714529,1418,200,1405,1,0,0,0
1686602715628,328,200,313,1,0,0,0
1686602715434,534,200,527,1,0,0,0
1686602715208,766,200,754,1,0,0,0
1686602715684,290,200,277,1,0,0,0
1686602715395,589,200,573,1,0,0,0
1686602715714,283,200,270,1,0,0,0
1686602715685,312,200,299,1,0,0,0
1686602715648,355,200,343,1,0,0,0
1686602715722,281,200,269,1,0,0,0
1686602715565,438,200,426,1,0,0,0
1686602715745,271,200,258,1,0,0,0
1686602715849,167,429,167,1,1,0,0
1686602715663,363,200,346,1,0,0,0
1686602715396,665,200,653,1,0,0,0
1686602714615,1528,200,1508,1,0,0,0
1686602715851,285,200,272,1,0,0,0
1686602715485,651,200,638,1,0,0,0
1686602715846,274,200,258,1,0,0,0
1686602715730,381,200,374,1,0,0,0
1686602715712,374,200,358,1,0,0,0
1686602709554,6656,200,6650,1,0,0,393
1686602715980,370,200,370,1,0,0,0
1686602716002,348,200,348,1,0,0,0
1686602716017,334,200,333,1,0,0,0
1686602716023,328,200,328,1,0,0,0
1686602716156,195,429,195,1,1,0,0
1686602716042,309,200,309,1,0,0,0
1686602716055,296,200,296,1,0,0,0
1686602716042,309,200,309,1,0,0,0
1686602715965,386,200,279,1,0,0,0
1686602716081,282,200,270,1,0,0,0
1686602709647,6716,200,6704,1,0,0,344
1686602714685,1697,200,1553,1,0,0,0
1686602716009,386,200,373,1,0,0,0
1686602716131,278,200,264,1,0,0,0
1686602716083,336,200,320,1,0,0,0
1686602716038,387,200,371,1,0,0,0
1686602716118,329,200,316,1,0,0,0
1686602714003,2450,200,2431,1,0,0,0
1686602714825,1636,200,1622,1,0,0,0
1686602715779,682,200,668,1,0,0,0
1686602716201,267,200,253,1,0,0,0
1686602716210,292,200,279,1,0,0,0
1686602716238,293,200,279,1,0,0,0
1686602715103,1551,200,1539,1,0,0,0
1686602716342,281,200,270,1,0,0,0
1686602709855,6757,200,6745,1,0,0,306
1686602709861,6751,200,6739,1,0,0,316
1686602716304,281,200,265,1,0,0,0
1686602716286,387,200,374,1,0,0,0
1686602714930,1772,200,1759,1,0,0,0
1686602709768,6980,200,6972,1,0,0,350
1686602716274,489,200,474,1,0,0,0
1686602716545,267,200,254,1,0,0,0
1686602710234,6610,200,6604,1,0,0,333
1686602710307,6555,200,6549,1,0,0,327
1686602716737,172,429,172,1,1,0,0
1686602715365,1554,200,1537,1,0,0,0
1686602716651,281,200,268,1,0,0,0
1686602716593,363,200,349,1,0,0,0
1686602715839,1161,200,1150,1,0,0,0
1686602715576,1432,200,1418,1,0,0,0
1686602716495,527,200,520,1,0,0,0
1686602716732,305,200,299,1,0,0,0
1686602716722,329,200,315,1,0,0,0
1686602710362,6697,200,6682,1,0,0,336
1686602716793,286,200,274,1,0,0,0
1686602715301,1785,200,1778,1,0,0,0
1686602716205,930,200,923,1,0,0,0
1686602716024,1206,200,1194,1,0,0,0
1686602717007,279,200,273,1,0,0,0
1686602715408,1947,200,1940,1,0,0,0
1686602714528,2848,200,2841,1,0,0,0
1686602717211,280,200,265,1,0,0,0
1686602717321,170,429,170,1,1,0,0
1686602717214,285,200,270,1,0,0,0
1686602717175,325,200,309,1,0,0,0
1686602715669,1861,200,1854,1,0,0,0
1686602717336,399,200,399,1,0,0,0
1686602716263,1472,200,1472,1,0,0,0
1686602714695,3040,200,3040,1,0,0,0
1686602717373,362,200,362,1,0,0,0
1686602714658,3139,200,2939,1,0,0,0
1686602716570,1234,200,1222,1,0,0,0
1686602714800,3093,200,3080,1,0,0,0
1686602717576,324,200,311,1,0,0,0
1686602714867,3142,200,3140,1,0,0,0
1686602717818,286,200,261,1,0,0,0
1686602717789,296,200,283,1,0,0,0
1686602715283,3129,200,3121,1,0,0,0
1686602718219,265,200,252,1,0,0,0
1686602712164,6351,200,6331,1,0,0,0
1686602718270,301,200,280,1,0,0,0
1686602712245,6371,200,6351,1,0,0,0
1686602718375,349,200,343,1,0,0,0
1686602717760,1022,200,1009,1,0,0,0
1686602712446,6376,200,6361,1,0,0,0
1686602712534,6404,200,6369,1,0,0,0
1686602712576,6362,200,6362,1,0,0,0
1686602718798,166,429,166,1,1,0,0
1686602718693,294,200,271,1,0,0,0
1686602718719,293,200,278,1,0,0,0
1686602712641,6387,200,6371,1,0,0,0
1686602712647,6389,200,6365,1,0,0,0
1686602718880,280,200,280,1,0,0,0
1686602712702,6457,200,6402,1,0,0,0
1686602712715,6444,200,6395,1,0,0,0
1686602718903,284,200,265,1,0,0,0
1686602718472,807,200,807,1,0,0,0
1686602719086,296,200,255,1,0,0,0
1686602713057,6381,200,6361,1,0,0,0
1686602713473,6656,200,6635,1,0,0,0
1686602716556,3755,200,3742,1,0,0,0
1686602713836,6662,200,6642,1,0,0,0
1686602720544,166,429,166,1,1,0,0
1686602720705,163,429,163,1,1,0,0
1686602720576,357,200,346,1,0,0,0
1686602720220,771,200,756,1,0,0,0
1686602721023,258,200,251,1,0,0,0
1686602720764,538,200,525,1,0,0,0
1686602721029,285,200,267,1,0,0,0
1686602721027,328,200,321,1,0,0,0
1686602721234,165,429,165,1,1,0,0
1686602721236,172,429,172,1,1,0,0
1686602714912,6535,200,6521,1,0,0,0
1686602721038,409,200,395,1,0,0,0
1686602714989,6463,200,6451,1,0,0,0
1686602720891,598,200,586,1,0,0,0
1686602721018,656,200,644,1,0,0,0
1686602721197,443,200,436,1,0,0,0
1686602721456,268,200,256,1,0,0,0
1686602721269,518,200,504,1,0,0,0
1686602721064,737,200,723,1,0,0,0
1686602715123,6706,200,6699,1,0,0,0
1686602721465,466,200,453,1,0,0,0
1686602715179,6766,200,6745,1,0,0,0
1686602715198,6843,200,6831,1,0,0,0
1686602715276,6879,200,6864,1,0,0,0
1686602722176,261,200,251,1,0,0,0
1686602715515,7068,200,7034,1,0,0,0
1686602722581,522,200,509,1,0,0,0
1686602716918,6457,200,6443,1,0,0,0
1686602725712,283,200,271,1,0,0,0
1686602725790,287,200,283,1,0,0,0
1686602725988,188,429,188,1,1,0,0
1686602725993,327,200,320,1,0,0,0
1686602725963,373,200,364,1,0,0,0
1686602726060,283,200,267,1,0,0,0
1686602725850,513,200,507,1,0,0,0
1686602726159,266,200,260,1,0,0,0
1686602725971,463,200,448,1,0,0,0
1686602726157,298,200,290,1,0,0,0
1686602726212,272,200,266,1,0,0,0
1686602726169,332,200,324,1,0,0,0
1686602726211,312,200,299,1,0,0,0
1686602726115,415,200,408,1,0,0,0
1686602726357,173,429,173,1,1,0,0
1686602726310,279,200,266,1,0,0,0
1686602726311,278,200,271,1,0,0,0
1686602726309,296,200,280,1,0,0,0
1686602726352,270,200,262,1,0,0,0
1686602726430,279,200,269,1,0,0,0
1686602726021,678,200,670,1,0,0,0
